expt_id,gDNA_well_id,Location_Code,Date,Sex,mosquito_id,notes,FreezerBox,Tube.Info,collected_outside
109,A10,unknown,9/1/2002,U,IQT02878,Date is place holder. Sample from Fall 2002,,SG-IQT-172,no
109,B10,unknown,9/1/2002,U,IQT02879,Date is place holder. Sample from Fall 2002,,SG-IQT-173,no
109,C10,unknown,9/1/2002,U,IQT02880,Date is place holder. Sample from Fall 2002,,SG-IQT-174,no
109,D10,unknown,9/1/2002,U,IQT02881,Date is place holder. Sample from Fall 2002,,SG-IQT-175,no
109,E10,unknown,9/1/2002,U,IQT02882,Date is place holder. Sample from Fall 2002,,SG-IQT-176,no
109,F10,unknown,9/1/2002,U,IQT02883,Date is place holder. Sample from Fall 2002,,SG-IQT-177,no
109,G10,unknown,9/1/2002,U,IQT02884,Date is place holder. Sample from Fall 2002,,SG-IQT-178,no
109,H10,unknown,9/1/2002,U,IQT02885,Date is place holder. Sample from Fall 2002,,SG-IQT-179,no
109,A11,unknown,9/1/2002,U,IQT02886,Date is place holder. Sample from Fall 2002,,SG-IQT-180,no
109,B11,unknown,9/1/2002,U,IQT02887,Date is place holder. Sample from Fall 2002,,SG-IQT-181,no
109,C11,unknown,9/1/2002,U,IQT02888,Date is place holder. Sample from Fall 2002,,SG-IQT-182,no
109,D11,unknown,9/1/2002,U,IQT02889,Date is place holder. Sample from Fall 2002,,SG-IQT-183,no
109,E11,unknown,9/1/2002,U,IQT02890,Date is place holder. Sample from Fall 2002,,SG-IQT-184,no
109,F11,unknown,9/1/2002,U,IQT02891,Date is place holder. Sample from Fall 2002,,SG-IQT-185,no
109,G11,unknown,9/1/2002,U,IQT02892,Date is place holder. Sample from Fall 2002,,SG-IQT-186,no
109,H11,unknown,9/1/2002,U,IQT02893,Date is place holder. Sample from Fall 2002,,SG-IQT-187,no
109,A12,unknown,9/1/2002,U,IQT02894,Date is place holder. Sample from Fall 2002,,SG-IQT-188,no
109,B12,unknown,9/1/2002,U,IQT02895,Date is place holder. Sample from Fall 2002,,SG-IQT-189,no
109,C12,unknown,9/1/2002,U,IQT02896,Date is place holder. Sample from Fall 2002,,SG-IQT-190,no
109,D12,unknown,9/1/2002,U,IQT02897,Date is place holder. Sample from Fall 2002,,SG-IQT-191,no
109,E12,unknown,9/1/2002,U,IQT02898,Date is place holder. Sample from Fall 2002,,SG-IQT-192,no
109,F12,unknown,9/1/2002,U,IQT02899,Date is place holder. Sample from Fall 2002,,SG-IQT-193,no
109,G12,unknown,9/1/2002,U,IQT02900,Date is place holder. Sample from Fall 2002,,SG-IQT-194,no
111,A01,unknown,12/1/2003,U,IQT02901,Date is place holder. Sample from Winter 2003,,SG-IQT-195,no
111,B01,unknown,12/1/2003,U,IQT02902,Date is place holder. Sample from Winter 2003,,SG-IQT-196,no
111,C01,unknown,12/1/2003,U,IQT02903,Date is place holder. Sample from Winter 2003,,SG-IQT-197,no
111,D01,unknown,12/1/2003,U,IQT02904,Date is place holder. Sample from Winter 2003,,SG-IQT-198,no
111,E01,unknown,12/1/2003,U,IQT02905,Date is place holder. Sample from Winter 2003,,SG-IQT-199,no
111,F01,unknown,12/1/2003,U,IQT02906,Date is place holder. Sample from Winter 2003,,SG-IQT-200,no
111,G01,unknown,12/1/2003,U,IQT02907,Date is place holder. Sample from Winter 2003,,SG-IQT-201,no
111,H01,unknown,12/1/2003,U,IQT02908,Date is place holder. Sample from Winter 2003,,SG-IQT-202,no
111,A02,unknown,12/1/2003,U,IQT02909,Date is place holder. Sample from Winter 2003,,SG-IQT-203,no
111,B02,unknown,12/1/2003,U,IQT02910,Date is place holder. Sample from Winter 2003,,SG-IQT-205,no
111,C02,unknown,12/1/2003,U,IQT02911,Date is place holder. Sample from Winter 2003,,SG-IQT-206,no
111,D02,unknown,12/1/2003,U,IQT02912,Date is place holder. Sample from Winter 2003,,SG-IQT-207,no
111,E02,unknown,12/1/2003,U,IQT02913,Date is place holder. Sample from Winter 2003,,SG-IQT-208,no
111,F02,unknown,12/1/2003,U,IQT02914,Date is place holder. Sample from Winter 2003,,SG-IQT-209,no
111,G02,unknown,12/1/2003,U,IQT02915,Date is place holder. Sample from Winter 2003,,SG-IQT-210,no
111,H02,unknown,12/1/2003,U,IQT02916,Date is place holder. Sample from Winter 2003,,SG-IQT-211,no
111,A03,unknown,12/1/2003,U,IQT02917,Date is place holder. Sample from Winter 2003,,SG-IQT-212,no
111,B03,unknown,12/1/2003,U,IQT02918,Date is place holder. Sample from Winter 2003,,SG-IQT-213,no
111,C03,unknown,12/1/2003,U,IQT02919,Date is place holder. Sample from Winter 2003,,SG-IQT-214,no
111,D03,unknown,12/1/2003,U,IQT02920,Date is place holder. Sample from Winter 2003,,SG-IQT-215,no
111,E03,unknown,12/1/2003,U,IQT02921,Date is place holder. Sample from Winter 2003,,SG-IQT-216,no
111,F03,unknown,12/1/2003,U,IQT02922,Date is place holder. Sample from Winter 2003,,SG-IQT-217,no
111,G03,unknown,12/1/2003,U,IQT02923,Date is place holder. Sample from Winter 2003,,SG-IQT-218,no
111,H03,unknown,12/1/2003,U,IQT02924,Date is place holder. Sample from Winter 2003,,SG-IQT-219,no
111,A04,unknown,12/1/2003,U,IQT02925,Date is place holder. Sample from Winter 2003,,SG-IQT-220,no
111,B04,unknown,12/1/2003,U,IQT02926,Date is place holder. Sample from Winter 2003,,SG-IQT-221,no
111,C04,unknown,12/1/2003,U,IQT02927,Date is place holder. Sample from Winter 2003,,SG-IQT-222,no
111,D04,unknown,12/1/2003,U,IQT02928,Date is place holder. Sample from Winter 2003,,SG-IQT-223,no
111,E04,unknown,12/1/2003,U,IQT02929,Date is place holder. Sample from Winter 2003,,SG-IQT-224,no
111,F04,unknown,12/1/2003,U,IQT02930,Date is place holder. Sample from Winter 2003,,SG-IQT-225,no
111,G04,unknown,12/1/2003,U,IQT02931,Date is place holder. Sample from Winter 2003,,SG-IQT-226,no
111,H04,unknown,12/1/2003,U,IQT02932,Date is place holder. Sample from Winter 2003,,SG-IQT-227,no
111,A05,unknown,12/1/2003,U,IQT02933,Date is place holder. Sample from Winter 2003,,SG-IQT-228,no
111,B05,unknown,12/1/2003,U,IQT02934,Date is place holder. Sample from Winter 2003,,SG-IQT-229,no
111,C05,unknown,12/1/2003,U,IQT02935,Date is place holder. Sample from Winter 2003,,SG-IQT-230,no
111,D05,unknown,12/1/2003,U,IQT02936,Date is place holder. Sample from Winter 2003,,SG-IQT-231,no
111,E05,unknown,12/1/2003,U,IQT02937,Date is place holder. Sample from Winter 2003,,SG-IQT-232,no
111,F05,unknown,12/1/2003,U,IQT02938,Date is place holder. Sample from Winter 2003,,SG-IQT-233,no
111,G05,unknown,12/1/2003,U,IQT02939,Date is place holder. Sample from Winter 2003,,SG-IQT-234,no
111,H05,unknown,12/1/2003,U,IQT02940,Date is place holder. Sample from Winter 2003,,SG-IQT-235,no
111,A06,unknown,12/1/2003,U,IQT02941,Date is place holder. Sample from Winter 2003,,SG-IQT-236,no
111,B06,unknown,12/1/2003,U,IQT02942,Date is place holder. Sample from Winter 2003,,SG-IQT-237,no
111,C06,unknown,12/1/2003,U,IQT02943,Date is place holder. Sample from Winter 2003,,SG-IQT-238,no
111,D06,unknown,12/1/2003,U,IQT02944,Date is place holder. Sample from Winter 2003,,SG-IQT-239,no
111,E06,unknown,12/1/2003,U,IQT02945,Date is place holder. Sample from Winter 2003,,SG-IQT-240,no
111,F06,unknown,12/1/2003,U,IQT02946,Date is place holder. Sample from Winter 2003,,SG-IQT-241,no
111,G06,unknown,12/1/2003,U,IQT02947,Date is place holder. Sample from Winter 2003,,SG-IQT-242,no
111,H06,unknown,12/1/2003,U,IQT02948,Date is place holder. Sample from Winter 2003,,SG-IQT-243,no
111,A07,unknown,12/1/2003,U,IQT02949,Date is place holder. Sample from Winter 2003,,SG-IQT-244,no
111,B07,unknown,12/1/2003,U,IQT02950,Date is place holder. Sample from Winter 2003,,SG-IQT-245,no
111,C07,unknown,12/1/2003,U,IQT02951,Date is place holder. Sample from Winter 2003,,SG-IQT-246,no
111,D07,unknown,12/1/2003,U,IQT02952,Date is place holder. Sample from Winter 2003,,SG-IQT-247,no
111,E07,unknown,12/1/2003,U,IQT02953,Date is place holder. Sample from Winter 2003,,SG-IQT-248,no
111,F07,unknown,12/1/2003,U,IQT02954,Date is place holder. Sample from Winter 2003,,SG-IQT-249,no
111,G07,unknown,12/1/2003,U,IQT02955,Date is place holder. Sample from Winter 2003,,SG-IQT-250,no
111,H07,unknown,12/1/2003,U,IQT02956,Date is place holder. Sample from Winter 2003,,SG-IQT-251,no
111,A08,unknown,12/1/2003,U,IQT02957,Date is place holder. Sample from Winter 2003,,SG-IQT-252,no
111,B08,unknown,12/1/2003,U,IQT02958,Date is place holder. Sample from Winter 2003,,SG-IQT-253,no
111,C08,unknown,12/1/2003,U,IQT02959,Date is place holder. Sample from Winter 2003,,SG-IQT-254,no
111,D08,unknown,12/1/2003,U,IQT02960,Date is place holder. Sample from Winter 2003,,SG-IQT-255,no
111,E08,unknown,12/1/2003,U,IQT02961,Date is place holder. Sample from Winter 2003,,SG-IQT-256,no
111,F08,unknown,12/1/2003,U,IQT02962,Date is place holder. Sample from Winter 2003,,SG-IQT-257,no
111,G08,unknown,12/1/2003,U,IQT02963,Date is place holder. Sample from Winter 2003,,SG-IQT-258,no
111,H08,unknown,12/1/2003,U,IQT02964,Date is place holder. Sample from Winter 2003,,SG-IQT-259,no
111,A09,unknown,12/1/2003,U,IQT02965,Date is place holder. Sample from Winter 2003,,SG-IQT-260,no
111,B09,unknown,12/1/2003,U,IQT02966,Date is place holder. Sample from Winter 2003,,SG-IQT-261,no
111,C09,unknown,12/1/2003,U,IQT02967,Date is place holder. Sample from Winter 2003,,SG-IQT-262,no
111,D09,unknown,12/1/2003,U,IQT02968,Date is place holder. Sample from Winter 2003,,SG-IQT-263,no
111,E09,unknown,12/1/2003,U,IQT02969,Date is place holder. Sample from Winter 2003,,SG-IQT-264,no
111,F09,unknown,12/1/2003,U,IQT02970,Date is place holder. Sample from Winter 2003,,SG-IQT-265,no
111,G09,unknown,12/1/2003,U,IQT02971,Date is place holder. Sample from Winter 2003,,SG-IQT-266,no
111,H09,unknown,12/1/2003,U,IQT02972,Date is place holder. Sample from Winter 2003,,SG-IQT-267,no
111,A10,unknown,12/1/2003,U,IQT02973,Date is place holder. Sample from Winter 2003,,SG-IQT-268,no
111,B10,unknown,12/1/2003,U,IQT02974,Date is place holder. Sample from Winter 2003,,SG-IQT-269,no
111,C10,unknown,12/1/2003,U,IQT02975,Date is place holder. Sample from Winter 2003,,SG-IQT-270,no
111,D10,unknown,12/1/2003,U,IQT02976,Date is place holder. Sample from Winter 2003,,SG-IQT-271,no
111,E10,unknown,12/1/2003,U,IQT02977,Date is place holder. Sample from Winter 2003,,SG-IQT-272,no
111,F10,unknown,12/1/2003,U,IQT02978,Date is place holder. Sample from Winter 2003,,SG-IQT-273,no
111,G10,unknown,12/1/2003,U,IQT02979,Date is place holder. Sample from Winter 2003,,SG-IQT-274,no
111,H10,unknown,12/1/2003,U,IQT02980,Date is place holder. Sample from Winter 2003,,SG-IQT-275,no
111,A11,unknown,12/1/2003,U,IQT02981,Date is place holder. Sample from Winter 2003,,SG-IQT-276,no
111,B11,unknown,12/1/2003,U,IQT02982,Date is place holder. Sample from Winter 2003,,SG-IQT-277,no
111,C11,unknown,12/1/2003,U,IQT02983,Date is place holder. Sample from Winter 2003,,SG-IQT-278,no
111,D11,unknown,12/1/2003,U,IQT02984,Date is place holder. Sample from Winter 2003,,SG-IQT-279,no
111,E11,unknown,12/1/2003,U,IQT02985,Date is place holder. Sample from Winter 2003,,SG-IQT-280,no
111,F11,unknown,12/1/2003,U,IQT02986,Date is place holder. Sample from Winter 2003,,SG-IQT-281,no
111,G11,unknown,12/1/2003,U,IQT02987,Date is place holder. Sample from Winter 2003,,SG-IQT-282,no
111,H11,unknown,12/1/2003,U,IQT02988,Date is place holder. Sample from Winter 2003,,SG-IQT-283,no
111,A12,unknown,12/1/2003,U,IQT02989,Date is place holder. Sample from Winter 2003,,SG-IQT-284,no
111,B12,unknown,12/1/2003,U,IQT02990,Date is place holder. Sample from Winter 2003,,SG-IQT-285,no
111,C12,unknown,12/1/2003,U,IQT02991,Date is place holder. Sample from Winter 2003,,SG-IQT-286,no
111,D12,unknown,12/1/2003,U,IQT02992,Date is place holder. Sample from Winter 2003,,SG-IQT-287,no
111,E12,unknown,12/1/2003,U,IQT02993,Date is place holder. Sample from Winter 2003,,SG-IQT-288,no
111,F12,unknown,12/1/2003,U,IQT02994,Date is place holder. Sample from Winter 2003,,SG-IQT-289,no
111,G12,unknown,12/1/2003,U,IQT02995,Date is place holder. Sample from Winter 2003,,SG-IQT-290,no
112,A01,unknown,12/1/2003,U,IQT02996,Date is place holder. Sample from Winter 2003,,SG-IQT-291,no
112,B01,unknown,12/1/2003,U,IQT02997,Date is place holder. Sample from Winter 2003,,SG-IQT-292,no
112,C01,unknown,12/1/2003,U,IQT02998,Date is place holder. Sample from Winter 2003,,SG-IQT-293,no
112,D01,unknown,12/1/2003,U,IQT02999,Date is place holder. Sample from Winter 2003,,SG-IQT-294,no
112,E01,unknown,12/1/2003,U,IQT03000,Date is place holder. Sample from Winter 2003,,SG-IQT-295,no
112,F01,unknown,12/1/2003,U,IQT03001,Date is place holder. Sample from Winter 2003,,SG-IQT-296,no
112,G01,unknown,12/1/2003,U,IQT03002,Date is place holder. Sample from Winter 2003,,SG-IQT-297,no
112,H01,unknown,12/1/2003,U,IQT03003,Date is place holder. Sample from Winter 2003,,SG-IQT-298,no
112,A02,unknown,12/1/2003,U,IQT03004,Date is place holder. Sample from Winter 2003,,SG-IQT-299,no
112,B02,unknown,12/1/2003,U,IQT03005,Date is place holder. Sample from Winter 2003,,SG-IQT-300,no
112,C02,unknown,12/1/2003,U,IQT03006,Date is place holder. Sample from Winter 2003,,SG-IQT-301,no
112,D02,unknown,12/1/2003,U,IQT03007,Date is place holder. Sample from Winter 2003,,SG-IQT-302,no
112,E02,unknown,12/1/2003,U,IQT03008,Date is place holder. Sample from Winter 2003,,SG-IQT-303,no
112,F02,unknown,12/1/2003,U,IQT03009,Date is place holder. Sample from Winter 2003,,SG-IQT-304,no
112,G02,unknown,12/1/2003,U,IQT03010,Date is place holder. Sample from Winter 2003,,SG-IQT-305,no
112,H02,unknown,12/1/2003,U,IQT03011,Date is place holder. Sample from Winter 2003,,SG-IQT-306,no
112,A03,unknown,12/1/2003,U,IQT03012,Date is place holder. Sample from Winter 2003,,SG-IQT-307,no
112,B03,unknown,12/1/2003,U,IQT03013,Date is place holder. Sample from Winter 2003,,SG-IQT-308,no
112,C03,unknown,12/1/2003,U,IQT03014,Date is place holder. Sample from Winter 2003,,SG-IQT-309,no
112,D03,unknown,12/1/2003,U,IQT03015,Date is place holder. Sample from Winter 2003,,SG-IQT-310,no
112,E03,unknown,12/1/2003,U,IQT03016,Date is place holder. Sample from Winter 2003,,SG-IQT-311,no
112,F03,unknown,12/1/2003,U,IQT03017,Date is place holder. Sample from Winter 2003,,SG-IQT-312,no
112,G03,unknown,12/1/2003,U,IQT03018,Date is place holder. Sample from Winter 2003,,SG-IQT-313,no
112,H03,unknown,12/1/2003,U,IQT03019,Date is place holder. Sample from Winter 2003,,SG-IQT-314,no
112,A04,unknown,12/1/2003,U,IQT03020,Date is place holder. Sample from Winter 2003,,SG-IQT-315,no
112,B04,unknown,12/1/2003,U,IQT03021,Date is place holder. Sample from Winter 2003,,SG-IQT-316,no
112,C04,unknown,12/1/2003,U,IQT03022,Date is place holder. Sample from Winter 2003,,SG-IQT-317,no
112,D04,unknown,12/1/2003,U,IQT03023,Date is place holder. Sample from Winter 2003,,SG-IQT-319,no
112,E04,unknown,12/1/2003,U,IQT03024,Date is place holder. Sample from Winter 2003,,SG-IQT-320,no
112,F04,unknown,12/1/2003,U,IQT03025,Date is place holder. Sample from Winter 2003,,SG-IQT-321,no
112,G04,unknown,12/1/2003,U,IQT03026,Date is place holder. Sample from Winter 2003,,SG-IQT-322,no
112,H04,unknown,12/1/2003,U,IQT03027,Date is place holder. Sample from Winter 2003,,SG-IQT-323,no
112,A05,unknown,12/1/2003,U,IQT03028,Date is place holder. Sample from Winter 2003,,SG-IQT-324,no
112,B05,unknown,12/1/2003,U,IQT03029,Date is place holder. Sample from Winter 2003,,SG-IQT-325,no
112,C05,unknown,12/1/2003,U,IQT03030,Date is place holder. Sample from Winter 2003,,SG-IQT-326,no
112,D05,unknown,12/1/2003,U,IQT03031,Date is place holder. Sample from Winter 2003,,SG-IQT-327,no
112,E05,unknown,12/1/2003,U,IQT03032,Date is place holder. Sample from Winter 2003,,SG-IQT-328,no
112,F05,unknown,12/1/2003,U,IQT03033,Date is place holder. Sample from Winter 2003,,SG-IQT-329,no
112,G05,unknown,12/1/2003,U,IQT03034,Date is place holder. Sample from Winter 2003,,SG-IQT-330,no
112,H05,unknown,12/1/2003,U,IQT03035,Date is place holder. Sample from Winter 2003,,SG-IQT-331,no
112,A06,unknown,12/1/2003,U,IQT03036,Date is place holder. Sample from Winter 2003,,SG-IQT-332,no
112,B06,unknown,12/1/2003,U,IQT03037,Date is place holder. Sample from Winter 2003,,SG-IQT-333,no
112,C06,unknown,12/1/2003,U,IQT03038,Date is place holder. Sample from Winter 2003,,SG-IQT-334,no
112,D06,unknown,12/1/2003,U,IQT03039,Date is place holder. Sample from Winter 2003,,SG-IQT-335,no
112,E06,unknown,12/1/2003,U,IQT03040,Date is place holder. Sample from Winter 2003,,SG-IQT-336,no
112,F06,unknown,12/1/2003,U,IQT03041,Date is place holder. Sample from Winter 2003,,SG-IQT-337,no
112,G06,unknown,12/1/2003,U,IQT03042,Date is place holder. Sample from Winter 2003,,SG-IQT-338,no
112,H06,unknown,12/1/2003,U,IQT03043,Date is place holder. Sample from Winter 2003,,SG-IQT-339,no
112,A07,unknown,12/1/2003,U,IQT03044,Date is place holder. Sample from Winter 2003,,SG-IQT-340,no
112,B07,unknown,12/1/2003,U,IQT03045,Date is place holder. Sample from Winter 2003,,SG-IQT-341,no
112,C07,unknown,12/1/2003,U,IQT03046,Date is place holder. Sample from Winter 2003,,SG-IQT-342,no
112,D07,unknown,12/1/2003,U,IQT03047,Date is place holder. Sample from Winter 2003,,SG-IQT-343,no
112,E07,unknown,12/1/2003,U,IQT03048,Date is place holder. Sample from Winter 2003,,SG-IQT-344,no
112,F07,unknown,12/1/2003,U,IQT03049,Date is place holder. Sample from Winter 2003,,SG-IQT-345,no
112,G07,unknown,12/1/2003,U,IQT03050,Date is place holder. Sample from Winter 2003,,SG-IQT-346,no
112,H07,unknown,12/1/2003,U,IQT03051,Date is place holder. Sample from Winter 2003,,SG-IQT-347,no
112,A08,unknown,12/1/2003,U,IQT03052,Date is place holder. Sample from Winter 2003,,SG-IQT-348,no
112,B08,unknown,12/1/2003,U,IQT03053,Date is place holder. Sample from Winter 2003,,SG-IQT-349,no
112,C08,unknown,12/1/2003,U,IQT03054,Date is place holder. Sample from Winter 2003,,SG-IQT-350,no
112,D08,unknown,12/1/2003,U,IQT03055,Date is place holder. Sample from Winter 2003,,SG-IQT-351,no
112,E08,unknown,12/1/2003,U,IQT03056,Date is place holder. Sample from Winter 2003,,SG-IQT-352,no
112,F08,unknown,12/1/2003,U,IQT03057,Date is place holder. Sample from Winter 2003,,SG-IQT-353,no
112,G08,unknown,12/1/2003,U,IQT03058,Date is place holder. Sample from Winter 2003,,SG-IQT-354,no
112,H08,unknown,12/1/2003,U,IQT03059,Date is place holder. Sample from Winter 2003,,SG-IQT-355,no
112,A09,unknown,12/1/2003,U,IQT03060,Date is place holder. Sample from Winter 2003,,SG-IQT-356,no
112,B09,unknown,12/1/2003,U,IQT03061,Date is place holder. Sample from Winter 2003,,SG-IQT-357,no
112,C09,unknown,12/1/2003,U,IQT03062,Date is place holder. Sample from Winter 2003,,SG-IQT-358,no
112,D09,unknown,12/1/2003,U,IQT03063,Date is place holder. Sample from Winter 2003,,SG-IQT-359,no
112,E09,unknown,12/1/2003,U,IQT03064,Date is place holder. Sample from Winter 2003,,SG-IQT-360,no
112,F09,unknown,12/1/2003,U,IQT03065,Date is place holder. Sample from Winter 2003,,SG-IQT-361,no
112,G09,unknown,12/1/2003,U,IQT03066,Date is place holder. Sample from Winter 2003,,SG-IQT-362,no
112,H09,unknown,12/1/2003,U,IQT03067,Date is place holder. Sample from Winter 2003,,SG-IQT-363,no
112,A10,unknown,12/1/2003,U,IQT03068,Date is place holder. Sample from Winter 2003,,SG-IQT-364,no
112,B10,unknown,12/1/2003,U,IQT03069,Date is place holder. Sample from Winter 2003,,SG-IQT-365,no
112,C10,unknown,12/1/2003,U,IQT03070,Date is place holder. Sample from Winter 2003,,SG-IQT-366,no
112,D10,unknown,12/1/2003,U,IQT03071,Date is place holder. Sample from Winter 2003,,SG-IQT-367,no
112,E10,unknown,12/1/2003,U,IQT03072,Date is place holder. Sample from Winter 2003,,SG-IQT-368,no
112,F10,unknown,12/1/2003,U,IQT03073,Date is place holder. Sample from Winter 2003,,SG-IQT-369,no
112,G10,unknown,12/1/2003,U,IQT03074,Date is place holder. Sample from Winter 2003,,SG-IQT-370,no
112,H10,unknown,12/1/2003,U,IQT03075,Date is place holder. Sample from Winter 2003,,SG-IQT-371,no
112,A11,unknown,12/1/2003,U,IQT03076,Date is place holder. Sample from Winter 2003,,SG-IQT-372,no
112,B11,unknown,12/1/2003,U,IQT03077,Date is place holder. Sample from Winter 2003,,SG-IQT-373,no
112,C11,unknown,12/1/2003,U,IQT03078,Date is place holder. Sample from Winter 2003,,SG-IQT-374,no
112,D11,unknown,12/1/2003,U,IQT03079,Date is place holder. Sample from Winter 2003,,SG-IQT-375,no
112,E11,unknown,12/1/2003,U,IQT03080,Date is place holder. Sample from Winter 2003,,SG-IQT-376,no
112,F11,unknown,12/1/2003,U,IQT03081,Date is place holder. Sample from Winter 2003,,SG-IQT-377,no
112,G11,unknown,12/1/2003,U,IQT03082,Date is place holder. Sample from Winter 2003,,SG-IQT-378,no
112,H11,unknown,12/1/2003,U,IQT03083,Date is place holder. Sample from Winter 2003,,SG-IQT-379,no
112,A12,unknown,12/1/2003,U,IQT03084,Date is place holder. Sample from Winter 2003,,SG-IQT-380,no
112,B12,unknown,12/1/2003,U,IQT03085,Date is place holder. Sample from Winter 2003,,SG-IQT-381,no
112,C12,unknown,12/1/2003,U,IQT03086,Date is place holder. Sample from Winter 2003,,SG-IQT-382,no
112,D12,unknown,12/1/2003,U,IQT03087,Date is place holder. Sample from Winter 2003,,SG-IQT-383,no
112,E12,unknown,12/1/2003,U,IQT03088,Date is place holder. Sample from Winter 2003,,SG-IQT-384,no
112,F12,unknown,12/1/2003,U,IQT03089,Date is place holder. Sample from Winter 2003,,SG-IQT-385,no
112,G12,unknown,12/1/2003,U,IQT03090,Date is place holder. Sample from Winter 2003,,SG-IQT-386,no
113,A01,PTB260B,1/9/2014,M,IQT03091,,,,no
113,B01,PTB260B,1/9/2014,M,IQT03092,,,,no
113,C01,PTB260B,1/9/2014,M,IQT03093,,,,no
113,D01,PTB260B,1/9/2014,M,IQT03094,,,,no
113,E01,PTB260B,1/9/2014,M,IQT03095,,,,no
113,F01,PTA450,1/16/2014,M,IQT03096,,,,no
113,G01,PTA450,1/16/2014,M,IQT03097,,,,no
113,H01,PTA450,1/16/2014,M,IQT03098,,,,no
113,A02,PTA450,1/16/2014,M,IQT03099,,,,no
113,B02,PTA450,1/16/2014,M,IQT03100,,,,no
113,C02,PTA450,1/16/2014,M,IQT03101,,,,no
113,D02,PTA450,1/16/2014,M,IQT03102,,,,no
113,E02,PTA450,1/16/2014,M,IQT03103,,,,no
113,F02,PTA544,1/11/2014,M,IQT03104,,,,no
113,G02,PTA544,1/11/2014,M,IQT03105,,,,no
113,H02,PTA544,1/11/2014,M,IQT03106,,,,no
113,A03,PTA544,1/11/2014,M,IQT03107,,,,no
113,B03,PTA544,1/11/2014,M,IQT03108,,,,no
113,C03,PTA946,1/14/2014,M,IQT03109,,,,no
113,D03,PTA946,1/14/2014,M,IQT03110,,,,no
113,E03,PTA946,1/14/2014,M,IQT03111,,,,no
113,F03,PTA946,1/14/2014,M,IQT03112,,,,no
113,G03,PTA946,1/14/2014,M,IQT03113,,,,no
113,H03,PTA946,1/14/2014,M,IQT03114,,,,no
113,A04,PTA946,1/14/2014,M,IQT03115,,,,no
113,B04,PTA946,1/14/2014,M,IQT03116,,,,no
113,C04,PTA946,1/14/2014,M,IQT03117,,,,no
113,D04,PTA946,1/14/2014,M,IQT03118,,,,no
113,E04,PTA946,1/14/2014,M,IQT03119,,,,no
113,F04,PTA946,1/14/2014,M,IQT03120,,,,no
113,G04,PTA946,1/14/2014,M,IQT03121,,,,no
113,H04,PTA946,1/14/2014,M,IQT03122,,,,no
113,A05,PTA946,1/14/2014,M,IQT03123,,,,no
113,B05,PTA946,1/14/2014,M,IQT03124,,,,no
113,C05,PTA946,1/14/2014,M,IQT03125,,,,no
113,D05,PTA946,1/14/2014,M,IQT03126,,,,no
113,E05,PTA946,1/14/2014,M,IQT03127,,,,no
113,F05,PTA946,1/14/2014,M,IQT03128,,,,no
113,G05,PTA946,1/14/2014,M,IQT03129,,,,no
113,H05,PTA946,1/14/2014,M,IQT03130,,,,no
113,A06,PTA946,1/14/2014,M,IQT03131,,,,no
113,B06,PTA946,1/14/2014,M,IQT03132,,,,no
113,C06,PTA494,1/17/2014,M,IQT03133,,,,no
113,D06,PTA494,1/18/2014,M,IQT03134,,,,no
113,E06,PTA494,1/19/2014,M,IQT03135,,,,no
113,F06,PTA494,1/20/2014,M,IQT03136,,,,no
113,G06,PTA494,1/21/2014,M,IQT03137,,,,no
113,H06,PTA494,1/22/2014,M,IQT03138,,,,no
113,A07,PTA494,1/23/2014,M,IQT03139,,,,no
113,B07,PTA494,1/24/2014,M,IQT03140,,,,no
113,C07,PTA494,1/25/2014,M,IQT03141,,,,no
113,D07,PTA494,1/26/2014,M,IQT03142,,,,no
113,E07,PTA494,1/27/2014,M,IQT03143,,,,no
113,F07,PTA494,1/28/2014,M,IQT03144,,,,no
113,G07,PTA494,1/29/2014,M,IQT03145,,,,no
113,H07,PTA494,1/30/2014,M,IQT03146,,,,no
113,A08,PTA494,1/31/2014,M,IQT03147,,,,no
113,B08,PTA494,2/1/2014,M,IQT03148,,,,no
113,C08,PTA494,2/2/2014,M,IQT03149,,,,no
113,D08,PTA494,2/3/2014,M,IQT03150,,,,no
113,E08,PTA494,2/4/2014,M,IQT03151,,,,no
113,F08,PTA494,2/5/2014,M,IQT03152,,,,no
113,G08,PTA494,2/6/2014,M,IQT03153,,,,no
113,H08,PTA565,1/17/2014,M,IQT03154,,,,no
113,A09,PTA565,1/17/2014,M,IQT03155,,,,no
113,B09,PTA565,1/17/2014,M,IQT03156,,,,no
113,C09,PTA565,1/17/2014,M,IQT03157,,,,no
113,D09,PTA565,1/17/2014,M,IQT03158,,,,no
113,E09,PTA565,1/17/2014,M,IQT03159,,,,no
113,F09,PTA565,1/17/2014,M,IQT03160,,,,no
113,G09,PTA565,1/17/2014,M,IQT03161,,,,no
113,H09,PTA565,1/17/2014,M,IQT03162,,,,no
113,A10,PTA565,1/17/2014,M,IQT03163,,,,no
113,B10,PTA565,1/17/2014,M,IQT03164,,,,no
113,C10,PTA565,1/17/2014,M,IQT03165,,,,no
113,D10,PTA565,1/17/2014,M,IQT03166,,,,no
113,E10,PTA565,1/17/2014,M,IQT03167,,,,no
113,F10,PTA565,1/17/2014,M,IQT03168,,,,no
113,G10,PTB803,1/22/2014,M,IQT03169,,,,no
113,H10,PTB803,1/22/2014,M,IQT03170,,,,no
113,A11,PTB803,1/22/2014,M,IQT03171,,,,no
